timestamp,x,y,worn
1758757935.1374316,855.802978515625,717.7453002929688,1
1758757935.1724317,853.1622314453125,712.9284057617188,1
1758757935.2024317,852.2554931640625,709.1685791015625,1
1758757935.2174318,857.9328002929688,712.7920532226562,1
1758757935.2424316,858.2933349609375,717.1314086914062,1
1758757935.2675538,857.3028564453125,714.8763427734375,1
1758757935.297565,848.4776000976562,719.726318359375,1
1758757935.332565,846.57666015625,710.5205688476562,1
1758757935.367565,844.7372436523438,706.168212890625,1
1758757935.4076872,846.6264038085938,715.9441528320312,1
1758757935.4326873,845.9508666992188,720.5276489257812,1
1758757935.4676874,846.41162109375,718.5617065429688,1
1758757935.5178094,848.5353393554688,718.7279052734375,1
1758757935.5428095,847.9158935546875,724.4049072265625,1
1758757935.5678096,848.3189086914062,718.7017211914062,1
1758757935.6078095,848.157958984375,720.4605712890625,1
1758757935.6428094,848.9627685546875,724.6563110351562,1
1758757935.6679428,848.6652221679688,720.6705322265625,1
1758757935.7079318,850.0999145507812,719.5293579101562,1
1758757935.7429316,849.287353515625,717.4356079101562,1
1758757935.7729428,849.975341796875,722.3162231445312,1
1758757935.803076,849.60107421875,724.8005981445312,1
1758757935.8380651,852.6625366210938,726.039794921875,1
1758757935.868065,850.8812255859375,726.7167358398438,1
1758757935.9231873,848.9102783203125,725.8338012695312,1
1758757935.9431872,843.0284423828125,726.2443237304688,1
1758757935.9681873,849.9773559570312,724.4424438476562,1
1758757935.9981873,846.0726318359375,724.8607177734375,1
1758757936.0281873,848.4432373046875,722.7867431640625,1
1758757936.0633094,847.5694580078125,720.3408203125,1
1758757936.0983205,848.80615234375,727.6480712890625,1
1758757936.1283207,851.591552734375,715.7706298828125,1
1758757936.1633205,850.776123046875,726.5361938476562,1
1758757936.1934428,853.1640014648438,730.3882446289062,1
1758757936.228443,845.353271484375,720.9749755859375,1
1758757936.2584429,841.1511840820312,724.6980590820312,1
1758757936.2984428,844.7874755859375,720.532470703125,1
1758757936.338565,847.2120361328125,719.43017578125,1
1758757936.368565,843.8252563476562,720.9356079101562,1
1758757936.393565,845.6178588867188,723.2372436523438,1
1758757936.428565,847.3914794921875,715.2008666992188,1
1758757936.458565,845.1301879882812,720.8917236328125,1
