frame_number,write_time_unix,sensor_timestamp_ns,dropped_since_last,total_hardware_drops
1364,1761164358.310266,21280387091000,0,0
1365,1761164358.311557,21280420409000,0,0
1366,1761164358.341107,21280453732000,0,0
1367,1761164358.396272,21280487047000,0,0
1368,1761164358.403034,21280520366000,0,0
1369,1761164358.430491,21280553690000,0,0
1370,1761164358.476421,21280587010000,0,0
1371,1761164358.497367,21280620335000,0,0
1372,1761164358.528041,21280653634000,0,0
1373,1761164358.554547,21280686959000,0,0
1374,1761164358.593179,21280720277000,0,0
1375,1761164358.626526,21280753602000,0,0
1376,1761164358.653547,21280786914000,0,0
1377,1761164358.696078,21280820234000,0,0
1378,1761164358.722523,21280853556000,0,0
1379,1761164358.753413,21280886870000,0,0
1380,1761164358.797769,21280920193000,0,0
1381,1761164358.822405,21280953518000,0,0
1382,1761164358.859999,21280986826000,0,0
1383,1761164358.902148,21281020149000,0,0
1384,1761164358.925993,21281053466000,0,0
1385,1761164358.956313,21281086782000,0,0
1386,1761164358.992807,21281120101000,0,0
1387,1761164359.021363,21281153422000,0,0
1388,1761164359.054365,21281186739000,0,0
1389,1761164359.091743,21281220056000,0,0
1390,1761164359.120668,21281253377000,0,0
1391,1761164359.153507,21281286694000,0,0
1392,1761164359.193781,21281320023000,0,0
1393,1761164359.220508,21281353332000,0,0
1394,1761164359.253134,21281386644000,0,0
1395,1761164359.292133,21281419968000,0,0
1396,1761164359.319843,21281453288000,0,0
1397,1761164359.353209,21281486608000,0,0
1398,1761164359.393349,21281519924000,0,0
1399,1761164359.421514,21281553249000,0,0
1400,1761164359.453044,21281586562000,0,0
1401,1761164359.494222,21281619881000,0,0
1402,1761164359.521294,21281653208000,0,0
1403,1761164359.553362,21281686518000,0,0
1404,1761164359.594335,21281719837000,0,0
1405,1761164359.620472,21281753155000,0,0
1406,1761164359.653710,21281786474000,0,0
1407,1761164359.694906,21281819795000,0,0
1408,1761164359.724365,21281853115000,0,0
1409,1761164359.755442,21281886434000,0,0
1410,1761164359.793967,21281919749000,0,0
1411,1761164359.826036,21281953071000,0,0
1412,1761164359.859082,21281986396000,0,0
1413,1761164359.898293,21282019700000,0,0
1414,1761164359.924712,21282053024000,0,0
1415,1761164359.954041,21282086343000,0,0
1416,1761164359.999318,21282119664000,0,0
1417,1761164360.020306,21282152981000,0,0
1418,1761164360.055987,21282186299000,0,0
1419,1761164360.092943,21282219611000,0,0
1420,1761164360.120451,21282252938000,0,0
1421,1761164360.156707,21282286256000,0,0
1422,1761164360.198415,21282319568000,0,0
1423,1761164360.228002,21282352892000,0,0
1424,1761164360.254449,21282386213000,0,0
1425,1761164360.297450,21282419531000,0,0
1426,1761164360.320123,21282452849000,0,0
1427,1761164360.354127,21282486166000,0,0
1428,1761164360.391208,21282519486000,0,0
1429,1761164360.420285,21282552807000,0,0
1430,1761164360.452838,21282586123000,0,0
1431,1761164360.509197,21282619442000,0,0
1432,1761164360.526138,21282652758000,0,0
1433,1761164360.555908,21282686083000,0,0
1434,1761164360.606354,21282719397000,0,0
1435,1761164360.620970,21282752710000,0,0
1436,1761164360.653413,21282786034000,0,0
1437,1761164360.696643,21282819354000,0,0
1438,1761164360.724838,21282852678000,0,0
1439,1761164360.760643,21282885991000,0,0
1440,1761164360.806254,21282919311000,0,0
1441,1761164360.827550,21282952628000,0,0
1442,1761164360.855099,21282985949000,0,0
1443,1761164360.904660,21283019268000,0,0
1444,1761164360.923540,21283052587000,0,0
1445,1761164360.952801,21283085904000,0,0
1446,1761164360.998805,21283119222000,0,0
1447,1761164361.025359,21283152543000,0,0
1448,1761164361.053946,21283185859000,0,0
1449,1761164361.100811,21283219178000,0,0
1450,1761164361.126939,21283252497000,0,0
1451,1761164361.155187,21283285816000,0,0
1452,1761164361.205564,21283319136000,0,0
1453,1761164361.231964,21283352456000,0,0
1454,1761164361.257752,21283385769000,0,0
1455,1761164361.305224,21283419090000,0,0
1456,1761164361.326927,21283452410000,0,0
1457,1761164361.357491,21283485732000,0,0
1458,1761164361.405779,21283519048000,0,0
1459,1761164361.429491,21283552365000,0,0
1460,1761164361.455665,21283585683000,0,0
1461,1761164361.506482,21283619002000,0,0
1462,1761164361.527830,21283652325000,0,0
1463,1761164361.555175,21283685639000,0,0
1464,1761164361.587567,21283718956000,0,0
1465,1761164361.626802,21283752279000,0,0
1466,1761164361.653192,21283785599000,0,0
1467,1761164361.703240,21283818914000,0,0
1468,1761164361.726617,21283852234000,0,0
1469,1761164361.753368,21283885556000,0,0
1470,1761164361.791018,21283918872000,0,0
1471,1761164361.834272,21283952190000,0,0
1472,1761164361.862285,21283985507000,0,0
1473,1761164361.886231,21284018820000,0,0
1474,1761164361.926487,21284052148000,0,0
1475,1761164361.955554,21284085466000,0,0
1476,1761164361.992098,21284118776000,0,0
1477,1761164362.026130,21284152099000,0,0
1478,1761164362.053150,21284185424000,0,0
1479,1761164362.085837,21284218737000,0,0
